ツイートID,ツイート時刻,ツイート内容,いいね数,リツイート数,ID,ユーザID,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分がフォローしているか？,アイコン画像URL,ヘッダー画像URL,WEBサイト
1493807839458230278,2022-02-16_13:41:57,"RT @UMA_0126: ホロライブ2期生⚓🌙😈💋🚑

バレンタインシリーズ！
#あくあーと #シオンの書物 #百鬼絵巻 #しょこらーと  #プロテインザスバル https://t.co/1oYG7rj04H",0,620,1349532711417835523,chama_tanuki292,ちゃまたぬき🦋🌙⚓🎪🎣,"　vtuberのコスとかたくさんやりたいと思ってます！絵リツめっちゃします。
　絵師さんやレイヤーさんと繋がりたいです(*´ω｀*)！！ちなみに #ファンデッド
　あくシオしか勝たん！だが、マリルシ尊い‥。🦋🌙🏴‍☠🍙🥐⚓☃🎪
　ヲタ芸初心者！！！現在5ヶ月くらい　尊師：らてさん",831,75,2021-01-14_10:44:21,False,http://pbs.twimg.com/profile_images/1395696561254846466/n0x0O6cp_normal.jpg,,
1493807839361798146,2022-02-16_13:41:57,"正直いうと恨みはないがしつこいと思う。
ファイナルファンタジーもドラクエもスチャダラパーが
いってたようにしつこいと思う。俺が中学生のときのドラクエ2をホロライブの人が5人くらい繰り返してやってるのは　無間地獄かなんかに違いない。龍が如く5回みるとなにかいいことがあるのか？",0,0,68996145,M_M_hiro,＠ひろ,"単なる無職　 投資などの勧誘・銘柄の推奨は一切おこないません アルビン・トフラー　ロバートランザ　アンソニーアタラ　ロジャー・ペンローズ　スチュワート・ハメロフ　信者　カーツワイルは
入ってませんが微妙に好きです。",4794,2333,2009-08-26_23:37:19,False,http://pbs.twimg.com/profile_images/776040296840765440/YRZ6Lhdj_normal.jpg,http://abs.twimg.com/images/themes/theme2/bg.gif,http://t.co/jhSvsUFM0x
1493807809993281537,2022-02-16_13:41:50,"#れいりゃスペース
曲名で調べるよりキーワードとか歌手名ホロライブで調べると出てきやすいと思われます！",0,0,1467415450850328586,zyosyu_Kingdom,そらねこ🧪,こよりんしか勝たん,268,133,2021-12-05_17:48:19,False,http://pbs.twimg.com/profile_images/1484909147636506631/VTsTZTsr_normal.jpg,,
1493807725981368320,2022-02-16_13:41:30,"RT @pdotb_miii: メロンブックス様で昨年夏に出したホロライブのギャグ本を
委託してます。
冬コミやこみトレ、ホロクル等冬の新刊のついでによろしくお願いいたします。
https://t.co/eHqSmDgv8S
#めろん専売",0,5,218699615,pdotb_miii,みゐ輔丼(miisukedon),絵を描く、グッズ、ストック絵作り、ライブや喫茶店に行くのや展示鑑賞、ゲームや漫画、キャラ物好き。ローグライク、パズルゲー、PixelArt game遊び、ベース練習中。 https://t.co/Ul7QVoMneF Don't use my artworks on any other website.,242,255,2010-11-23_10:20:52,False,http://pbs.twimg.com/profile_images/1425042720154742790/c68wWDgy_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/MKfRblq24p
1493807694851219459,2022-02-16_13:41:22,"#れいりゃスペース 
キーワード検索→ホロライブで探せばある気がする",1,0,1448314205782740994,NunlUST_KoyO,ぬぬ@Luzt🧪,"ホロ&gbf(R.233)&ゆずソフト(ナツメ・めぐる推し)

holoXer

こよちゃ🧪ガチ恋
助手こよ甘々二次創作

るーらす発言多め
こよちゃ清楚派閥

18↑

何かあればDMまでどうぞ

Hymnus For KoyORi.",167,143,2021-10-14_00:46:39,False,http://pbs.twimg.com/profile_images/1485187553766477824/Rpredto4_normal.jpg,,https://t.co/6tGEtc1ckO
1493807649573699584,2022-02-16_13:41:11,"RT @hololivetv: 【📻お知らせ📻】
#響ラジオ ステーションで配信中の「ホロライブpresents Vのすこんなオタ活なんだワ！」第79回が更新🎉https://t.co/ltIRujGHyI

今回の #すこだワ はコーナー3本立て✨
リスナーのメールに #白上…",0,510,1412635076731424768,toripi_AC,とりぴ🏮,Vと音ゲとポケカとたまにイカ,137,96,2021-07-07_13:50:46,False,http://pbs.twimg.com/profile_images/1443007912121565191/cY1zZJ7i_normal.jpg,,
1493807629533315077,2022-02-16_13:41:07,第2回ほろ酔いAmongUs 各視点まとめ Part2(4～6試合目)【2022.2.13/ホロライブ切り抜き】 https://t.co/wv16yCQgc1 @YouTubeより,0,0,1664158994,pompombom1,紫野菜🌙⚓️,今日も今日とて推しがかわいい。 フォローは気が向いたら返します。ホロライブサマー復興委員会🌙⚓️🚑🍑🥟🏴‍☠️ /🧸☪️,2150,281,2013-08-12_13:39:15,False,http://pbs.twimg.com/profile_images/1483120029415936001/TJJRbbXe_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493807615054266369,2022-02-16_13:41:03,"RT @kitasaya1833: 【199日目】

ホロライブ所属小悪魔VTuber常闇トワさん👾
1stEP『Scream』が発売されたりすごい・・・すごいんだ・・・

#1日1枚Vtuber #TOWART https://t.co/87zPEKnK1X",0,124,1377290861180936195,AF04012021,ぺいぺい☄,"実はホロライブ用のアカウントではない(日常垢で推しを叫ぶ狂人)
星詠み

星街に人生何回も助けられてます星街ありがとう

ヲタクパラノイア",396,238,2021-04-01_01:05:16,False,http://pbs.twimg.com/profile_images/1462808939469631489/9502q5H__normal.jpg,,https://t.co/vhnU4qCTxm
1493807565423005697,2022-02-16_13:40:51,"RT @ishXWQ7yJJVopif: 二次創作用垢作ってから初投稿です！
ホロライブ多めですが、頑張ります🐰✨
#ぺこらーと https://t.co/1xhCHowafb",0,136,1137679326797737984,mataniku_pekora,股肉@野うさぎ同盟👯‍♀️🎪🌸,@usadapekora/#野うさぎ同盟 👯‍♀️ @omarupolka/ #おまる座🎪 @sakuramiko35/ #35P🌸ホロリスの方はフォロバ100です！無言フォロー失礼します！,398,263,2019-06-09_20:14:23,False,http://pbs.twimg.com/profile_images/1480839387030388737/r8or_oAj_normal.jpg,,
1493807561505529856,2022-02-16_13:40:50,"RT @uu_uzuka: #潤羽るしあ (#ホロライブ )

私ヤンデレ好きなので！

こういう時は楽しいものを作って投稿するのが良きかと思いまして。
また元気な配信が観れますようにー！

#風船 #バルーンドール #バルーンアート 
#るしあ大好きだよ 
#るーちゃん大好き…",0,9,304471755,Zero287,ぜろ@焦がし民,"ニコニコ動画にてウッドバーニング作家としてアニメやゲームのキャラを焦がしてみた、という製作動画を投稿しています。
最近はVtuberさんにハマっています。自分のこと焦がしてくれっていう物好きな方がいらっしゃいましたら是非お声がけください",586,546,2011-05-25_00:32:45,False,http://pbs.twimg.com/profile_images/1251851079668559874/EwMuiKkt_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/oXhooWt5YO
1493807558947373060,2022-02-16_13:40:50,"RT @Lafies_Scarlet: キングクリムゾンで無かったことに

【Pokémon LEGENDS アルセウス】金色のマルマインに会いに行く！#7【角巻わため/ホロライブ４期生】
本編はこちら☞【https://t.co/r0GqPlSvVL……】
#ドドドライブ #…",0,47,1029053480416079873,t_akorice,ゆう,"服(古着),hiphop,アニメ,漫画,vtuberちゅきめーん🔥 将来は理容師なります🔥",59,29,2018-08-14_02:14:03,False,http://pbs.twimg.com/profile_images/1492835106415071235/dxvsA_Go_normal.jpg,,
1493807536864370691,2022-02-16_13:40:45,"RT @hololivetv: 【📻お知らせ📻】
#響ラジオ ステーションで配信中の「ホロライブpresents Vのすこんなオタ活なんだワ！」第79回が更新🎉https://t.co/ltIRujGHyI

今回の #すこだワ はコーナー3本立て✨
リスナーのメールに #白上…",0,510,1001708334905528320,yunikon_iriya,✖️ユニくん⚓️🌙🍙⛄💫🛸💜🥀🧪🎣🍃,メンバー ⚓️ 🌙 🍙 🛸💜 🥀 🧪 🎣 🍃 #湊あくあ #湊あくあ生放送 #紫咲シオン #生おかゆ #めんめんおかゆ #laplus_great #たかねの見物 #こより実験中 #またまたさかまた #かざま修行中,919,1170,2018-05-30_15:14:12,False,http://pbs.twimg.com/profile_images/1487173546870996993/SIhD8dWV_normal.jpg,,https://t.co/Evfl2T7YDq
1493807518199742464,2022-02-16_13:40:40,"RT @bqo_eu: 【#Cosplay】
※Cosplay hololive
ホロライブ / 宝鐘マリン

Ahoy！🏴‍☠️ https://t.co/YPj373w20O",0,100,1460558764873240576,Lnandayona,そーなーのかー👾,推し垢。推しを推して絶えます,15,2,2021-11-16_19:42:07,False,http://pbs.twimg.com/profile_images/1482714375979159552/oy_GcCXw_normal.jpg,,
1493807515200790530,2022-02-16_13:40:39,"#あなたと推しの心の距離は
金森(かなもん)と推しの心の距離は...
↑
488m
↓
天音かなた💫ホロライブ4期生

 https://t.co/meV437UCZx

何とも言えない距離",0,0,790502137855811584,kntk_87,金森(かなもん),元気でーす,538,160,2016-10-24_19:36:11,False,http://pbs.twimg.com/profile_images/1406209055748624384/Dd33uRfr_normal.jpg,,
1493807503376732162,2022-02-16_13:40:37,"ラミィがムチで叩くＳは解釈違いだった不知火フレア【ホロライブ切り抜き/雪花ラミィ/不知火フレア】
https://t.co/AGZaTPQZQ7",0,0,1434413013117718529,kirinuki_bu,ホロライブ切り抜き物語【hololive clip】,ホロライブの切り抜きをYouTubeでアップしています→ https://t.co/mSdUwsprNb…　良ければ見ていただけると嬉しいです！,0,5,2021-09-05_16:08:20,False,http://pbs.twimg.com/profile_images/1434746066549706754/MuyZLhTP_normal.jpg,,
1493807443003928577,2022-02-16_13:40:22,"【#WS】
#ヴァイス
#ホロライブ

入荷情報

おにぎり補給 猫又おかゆ
SP入荷しました！！

お求めの方はぜひ当店まで！！

当店ではシングルカードお買い上げ時にも5％ポイント付与！！

よろしくお願いします… https://t.co/IRWZOF5vtB",0,0,1279270114639011840,osaka_193TCG,193日本橋店🔥スタッフ募集中🔥,営業時間 平日11時～20時 土日祝10時～20時 令和2年8月22日オープン‼️ 「TCGShop193日本橋店」大阪市浪速区日本橋4-15-25BRIGHTビル2・3階 お問い合わせはこちら→06-6644-0193,7,13767,2020-07-04_13:26:36,False,http://pbs.twimg.com/profile_images/1279336560412901377/StjkrUqa_normal.jpg,,
1493807383344156672,2022-02-16_13:40:08,"RT @mameiriko: フィギュアGET記念

＃ホロライブ
 #あくあーと
＃湊あくあ https://t.co/L2KF2YXmAt",0,362,1437714386416664585,yu0726ooo,ユー,,69,13,2021-09-14_18:46:46,False,http://pbs.twimg.com/profile_images/1492868747526574080/wl_lK_jz_normal.jpg,,
1493807371810111488,2022-02-16_13:40:05,【ファン動画】配達中、中抜きの画策を練るのエフレ【例外配達】【不知火フレア＆白銀ノエル／ホロライブ3期生】 https://t.co/HV3qhdOmEL #HoloPocket,0,0,1269930922008170496,hololive_pocket,HoloPocket,"ホロライブプロダクション所属ライバーの配信や動画をまとめたサイト「HoloPocket」の運営アカウントです。
サイト・アプリに関するお問い合わせはDMにお願いします。
※非公式のファンサイト・アプリです。",385,394,2020-06-08_18:56:15,False,http://pbs.twimg.com/profile_images/1316758966160908288/kpkycMTz_normal.jpg,,https://t.co/gokM8Vel1I
1493807347076308992,2022-02-16_13:39:59,"RT @cover_corp: 【お知らせ】
弊社「#ホロライブ」所属の「#天音かなた」において、本日新型コロナウィルス陽性が確認されました。

現在症状は安定しており、今後は保健所の指示に従い療養いたします。また、弊社タレントや社員に濃厚接触者はおりませんでした。

ご心配お…",0,12653,1020725707981242368,gangi_mari97,るいるい,ティーンズラブとか少女漫画📚が好物,1067,278,2018-07-22_02:42:27,False,http://pbs.twimg.com/profile_images/1493607690270294016/w7JyM_xZ_normal.jpg,,
1493807337173561347,2022-02-16_13:39:57,"RT @cardgamer_hj: 「カードゲーマー スペシャル ヴァイスシュヴァルツ特集号」が3月11日（金）に発売決定！ 「#ホロライブ」「#バンドリ」「#プロセカ」の最新情報盛りだくさんでお届けします。付録PRカード情報は続報をお待ちください！ #WS
↓ご予約はコチラか…",0,1162,844918776776732672,haruboo_7,伊藤さん🌽🌲,アイコン→ゆずよもぎ（@yuzu_mog）さん はるはるぼうしは生きていいた。🌽🌲♌️☃️🔥🐑⚔️☄🥀🍃🍙🥐😈🐙🪶💀🔱、🐝👨‍🌾🥃👊🍹🐕⚖️❤️‍🔥🌵🖥👿🤡、💛、🌂🐤ฅ⚡️,243,67,2017-03-23_23:28:29,False,http://pbs.twimg.com/profile_images/1439711828569821184/tjqZMzKZ_normal.jpg,,
1493807304701284354,2022-02-16_13:39:49,みけねこ氏は、今やホロライブと言う箱に依存せずとも個人勢とかでやっていけそうなほどの集客力だが、なぜそうしないのか・・・,0,0,1493793568741556225,lDyeBN5Pcpylmpn,田中太郎,,1,0,2022-02-16_12:45:36,False,http://pbs.twimg.com/profile_images/1493793849537630208/20Gg6s9W_normal.jpg,,
1493807294530088961,2022-02-16_13:39:47,"RT @MikaPikaZo: ホロライブEN2期生のハコス・ベールズちゃんの新衣装をデザインしました！ネズミのお面🐭
I've designed a new costume for Hakos Bales of HoloCouncil !
#holoCouncil https…",0,7086,1146351304081469440,Miscell_C_571,Miscellaneous,"Header:https://t.co/y0B55FKbOv…
Back:https://t.co/o754xIXkSj",618,13,2019-07-03_18:33:43,False,http://pbs.twimg.com/profile_images/1146351731128721408/5ZepAdaP_normal.jpg,,
1493807256089276416,2022-02-16_13:39:38,"RT @hololivetv: 【📻お知らせ📻】
#響ラジオ ステーションで配信中の「ホロライブpresents Vのすこんなオタ活なんだワ！」第79回が更新🎉https://t.co/ltIRujGHyI

今回の #すこだワ はコーナー3本立て✨
リスナーのメールに #白上…",0,510,1229058548031619072,saku21lzZ,🥕Saku🌙໒꒱ 💜🍇＊🍓🤍✢♔🌸✊🐰🌙🍡🍬💕🐈,"帝国民💜🐛🍇

🌙໒꒱＊🍓🐈💌♪*ﾟ🤍✢🧚‍♀️🌻
♔🌸✊🌦🍡🍬💕🐕☪︎🐰🌙ʚ🐟ɞ

REALITYの推し 🐰🤍めめ     🦇❤️きゃみ",545,101,2020-02-17_00:03:32,False,http://pbs.twimg.com/profile_images/1409763729697247258/lQqJyuVK_normal.jpg,,
1493807251928543232,2022-02-16_13:39:37,"RT @hololivetv: 【📻お知らせ📻】
#響ラジオ ステーションで配信中の「ホロライブpresents Vのすこんなオタ活なんだワ！」第79回が更新🎉https://t.co/ltIRujGHyI

今回の #すこだワ はコーナー3本立て✨
リスナーのメールに #白上…",0,510,1104386751009763329,kira_DX_kira,kira,"可愛い絵とVtuberを見るのが好きです
主にホロライブ箱推し
I like to see pretty pictures and Vtubers
Mainly holololive box guesses

ほしい：https://t.co/iyRDsfB4pj
絵だけ⇒@kiraart76142629",439,445,2019-03-09_23:21:34,False,http://pbs.twimg.com/profile_images/1357932528833753088/1AFiqeMw_normal.png,,
1493807248199409666,2022-02-16_13:39:36,RT @tm_akira0121: ねぽらぼINぺこランドおまけ～寝相悪くてもそうはならんやろ～ #漫画 #絵まる #LamyArt #ししらーと #ねねアルバム #ホロライブ #ねぽらぼ https://t.co/V4Y1QVwsth https://t.co/YkXlFzB…,0,1148,990232709795467265,1202Tougarasi,唐辛子,"基本脳死でずっとVの絵を描いてます
pixiv/ https://t.co/MWaO0kgxYN
ibisPaint/ https://t.co/WAk3RjlAbl",4465,1476,2018-04-28_23:14:10,False,http://pbs.twimg.com/profile_images/1028939482421026816/7T83-E9o_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493807154654224384,2022-02-16_13:39:13,"#なぜあなたにチョコをくれなかったのか
猫又おかゆ🍙「逆にくれよ」
大神ミオ🌲ホロライブゲーマーズー🐺「住所知らんし」
白銀ノエル⚔ホロライブ3期生「なんとなく」
博衣こより🧪ホロライブ6期生「欲しかったの？」
田中ヒメ…
 https://t.co/PM1AJmWDad
草",0,0,557595892,konpaku_noah86,こんぱく👴🍙,"もぐもぐ～、焼きおにぎりゃー(灰) 
見つけてくれてありがとぉ～🍙
ブルーバードシルフィ乗ってます～
すきV🍙🐺🥐🦊🐈🌾🥕💿💥💫🌺🦉📕🐬…etc.",1773,1311,2012-04-19_19:16:33,False,http://pbs.twimg.com/profile_images/1435814621500231695/46zP4Jqh_normal.jpg,http://abs.twimg.com/images/themes/theme9/bg.gif,https://t.co/J0grkcBdog
