ツイートID,ツイート時刻,ツイート内容,いいね数,リツイート数,ID,ユーザID,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分がフォローしているか？,アイコン画像URL,ヘッダー画像URL,WEBサイト
1493807062953840640,2022-02-16_13:38:52,"RT @cover_corp: 弊社所属タレント『潤羽るしあ』に関するご報告
https://t.co/YeRiCBm9Ud",0,30303,2903994060,Re_soluna,リソルナ🍘🦇,あれが一位なら推しマーク付けるって言ってたので付けます,1056,220,2014-11-19_10:42:57,False,http://pbs.twimg.com/profile_images/1469259880485691392/Ns_wlpbf_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/xQcIaTjIML
1493807050551619586,2022-02-16_13:38:49,"RT @cover_corp: 弊社所属タレント『潤羽るしあ』に関するご報告
https://t.co/YeRiCBm9Ud",0,30303,355795176,Charat_RX3,猫大好き,7匹のにゃんこと暮らしてます。 ゆるゆるホームトレーニー、たまに自転車も乗ります。 最近は写真や料理にもチャレンジし始めました,960,497,2011-08-16_07:16:18,False,http://pbs.twimg.com/profile_images/1450065046390771715/OGCQ-bgy_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1493806929587900417,2022-02-16_13:38:20,"RT @cover_corp: 弊社所属タレント『潤羽るしあ』に関するご報告
https://t.co/YeRiCBm9Ud",0,30303,80853645,shokomint,しょこみんと /shokomint,帰国子女、元プログラマ。今はクリエイターになりたい自称占い師。お絵描き/作曲/3DCG/小説書き/ノベルゲーム制作/ギター/アニメ制作/マギレコ。創作特化アカ→@arebeloverthrwn,2446,1793,2009-10-08_22:55:35,False,http://pbs.twimg.com/profile_images/1460902911907889152/pPEtw-Cj_normal.jpg,http://abs.twimg.com/images/themes/theme19/bg.gif,https://t.co/gFRkFodqyZ
1493806814038982657,2022-02-16_13:37:52,"ひらがなを覚え中のパツ金からメールが来た。
「あ　い　し　て　ろ」
…たしかに「ろ」と「る」は似ている…はっ！つうか、ツンデレか⁉",0,0,2200351236,around50oyaji,哀・嘆きのアラフォー@男味,不惑40と申しますが、惑惑だらけの毎日。世間の荒波の間に、ふと振り向けば我が身はオッサン。恥も外聞も、かなぐり捨てたオヤジのホンネを、ここに、そっと置いてまいります。時に情けなく、時にハードボイルドに。頭は半寒、同情するなら髪をくれ‼ 今宵もアラフォー真実のつぶやき、炸裂させていただきます。…よい子は見ちゃダメよ。,2677,2373,2013-11-18_08:25:48,False,http://pbs.twimg.com/profile_images/378800000764362143/c018a4d7a56cd19586b8aef8b5e68cea_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493806767192494081,2022-02-16_13:37:41,RT @nyanpassnanon: 潤羽るしあ、ばいばいなーん,0,4297,1302228411767640065,1MzKKmrDHC8Oj6m,にこらすの独り言帳,一応社会人。ストレスを減らすためにネットやってますので、溜めるのは本末転倒。考えの合わない方とネット上で論争をする心の余裕はあまりありません。絡んで来る方は、ブロックされても文句を言わないようにお願いします。フォロー返しません。他人にはイミフな独り言をここに吐いたりもします。スルーでよろしく。,57,5,2020-09-05_21:54:02,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1493806767175700481,2022-02-16_13:37:41,"RT @AoiSora_3D: るしあ：下スマッシュ/ Rushia: Down Smash / ⬇️+🅰️
※悩みなんて吹っ飛ばせ！
#絵クロマンサー #holosmash #holoversus https://t.co/Dwbb3hsYb2",0,486,1483930845941739520,mugi_5963,むにぎ🌽͟͟͞ = すこん部🌽🌽🌽,#すこん部 #白上フブキ 🌽   フブキ推し😌,198,147,2022-01-20_07:34:31,False,http://pbs.twimg.com/profile_images/1492464510690488320/sr5LiYDx_normal.jpg,,
1493806734154276867,2022-02-16_13:37:33,"RT @cover_corp: 弊社所属タレント『潤羽るしあ』に関するご報告
https://t.co/YeRiCBm9Ud",0,30303,204681615,Guchico77,Guchico,キャラクターデザインやイラストのお仕事をしてます。guchico77@gmail.com V＝魔乃アロエ/蜜咲姫 朱@ayamitsu_11/愛園愛美(アナザー)@manami_aizono/稲荷いろは@inariiroha_ FANBOX＝https://t.co/S64Ubcgx2z,1406,352888,2010-10-19_16:12:51,False,http://pbs.twimg.com/profile_images/1268717171804303360/2V_c7qrq_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/yRqcB7DZht
1493806680211034114,2022-02-16_13:37:20,RT @hi7_sun2: るしあwip https://t.co/gc3owmW7qL,0,1014,1375247142374150144,y_y_holo,Yuki☃︎🧪,,92,1,2021-03-26_09:44:16,False,http://pbs.twimg.com/profile_images/1478249726315491328/KuPXnPlP_normal.jpg,,
1493806539928260611,2022-02-16_13:36:47,"RT @wangyibo_JP85: 男子中学生の日常

紀李「あ・い・し・て・る」
一博「うん、キモ〜」
一博「禁言術」
紀李「返し」
一博「禁言術」
紀李「返し」
一博「禁言術」
紀李「返し」

🤣🤣🤣
可愛すぎる💕
#王一博 #WangYibo #ワンイーボー
 #YIB…",0,92,1391728035733245954,garnet_0510,ざくろ🌟,Twitterで見かけた皓衣行の楚晩寧の美しさに、落ちました💕 20歳以上女子、原作を魔翻訳で読了 。最近渣反にも沼入りし、陳情令履修済。陳情令中の人にも沼入り中。山河令も気になりソワソワ見てます！,101,8,2021-05-10_21:13:32,False,http://pbs.twimg.com/profile_images/1436302721561202694/trpNQ4tl_normal.jpg,,
1493806444352716805,2022-02-16_13:36:24,"一人言

潤羽るしあ　に書き換えられたこの時間軸。

何が変わるのだろう。

小さな一手が、大きな物事を変えていく様なバタフライエフェクト

引火に次ぐ引火。

その炎上、何時間も何人もの時間を書き換えた。

あの数秒が無かった時… https://t.co/l4umj7ACHB",0,0,1458767343166046209,r96051278,r,貴方の原点。,19,1,2021-11-11_21:03:44,False,http://pbs.twimg.com/profile_images/1493528898839080960/XK7rcgJx_normal.jpg,,
1493806441605767170,2022-02-16_13:36:23,RT @hi7_sun2: るしあwip https://t.co/gc3owmW7qL,0,1014,1152562738054303744,ZSa3qzD2IiDX3Uu,アリオス,無言フォロー失礼m(_ _)m趣味が多すぎてよく分からなくなってきてる人です,1164,63,2019-07-20_21:55:45,False,http://pbs.twimg.com/profile_images/1365716024293662723/hnySspxy_normal.jpg,,
1493806333614723074,2022-02-16_13:35:58,RT @hi7_sun2: るしあwip https://t.co/gc3owmW7qL,0,1014,2742744685,SR_Reki,れき@あーちゃん,"恥ずかしいのでRT いいねしかしません
                                              osuたのちー",2630,1288,2014-08-19_03:33:41,False,http://pbs.twimg.com/profile_images/1156573339948707842/f3qFI134_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493806319957995520,2022-02-16_13:35:54,るしあとかいうVtuberの件、余りにもばれ方が古典的すぎて笑う,0,0,364592224,kei2_6_6,游羅,古舘先生に感謝を,541,358,2011-08-30_09:51:11,False,http://pbs.twimg.com/profile_images/1401970249000361986/xS912PZI_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493806150797905923,2022-02-16_13:35:14,"RT @zuki_tuki: 潤羽るしあ追ってないのにみけねこについて詳しくなっていくTLいや過ぎる
33歳中絶経験ありキャバ嬢でまふまふガチ恋勢か……",0,309,802546988457684992,Noe_LainY,山田乃絵瑠,西木野真姫のオタク,1160,1038,2016-11-27_01:18:07,False,http://pbs.twimg.com/profile_images/1292944787406852096/T_fEoMWm_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493806063573139457,2022-02-16_13:34:53,"RT @yyyoookii: 潤羽るしあ(みけねこ)の元彼が過去のことを暴露してることに激怒してるバチャ豚いるけど、そのみけねこさんもコレコレに元彼(マホト)のことを楽しそうに話してるけど、これは良いんですかね？
自分の命を同情に使い、今は元気にブロック祭りしてるらしいですが…",0,7,1492919362931814402,duD0PT3ERVkMkyK,@,個人の意見吐き出し。誰の味方でもないです。,1,0,2022-02-14_02:51:55,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1493806007964749826,2022-02-16_13:34:40,"RT @pu_lona: #絵クロマンサー
るしあちゃん 🦋 https://t.co/CCw8hhHdAC",0,49,64191688,koromo_d,ころも🍚🐿🦋,ラノベやコミックを積み、アニメを観ながらi☆Risちゃん推したり潤羽るしあちゃん可愛いとつぶやいたりしつつ研究に励む。#大室櫻子を崇めよ/鈴木純/大槻唯/アイカツ！/ラブライブ！。アイコンはあーすさん(@e_ekami)より,480,558,2009-08-10_00:24:07,False,http://pbs.twimg.com/profile_images/1484884763282673669/9ArBEBZQ_normal.jpg,http://abs.twimg.com/images/themes/theme15/bg.png,
1493805963341877249,2022-02-16_13:34:29,"「るしあ」を使ってお気持ち表明した瞬間
「彼女」の存在は儚く消えていってしまったように思われる",0,0,1493793568741556225,lDyeBN5Pcpylmpn,田中太郎,,1,0,2022-02-16_12:45:36,False,http://pbs.twimg.com/profile_images/1493793849537630208/20Gg6s9W_normal.jpg,,
1493805572646342657,2022-02-16_13:32:56,"RT @JorgeJoestar927: 自分のリスナーや向こうさんへあれだけ迷惑をかけたのに第一のツイートは謝罪でなく同情誘い
捏造はやめろというくせに本人は勿論公式からの説明もなし、詳しく説明できないなら否定だけでもすればいいのに
そしてツイ消し
死ぬほど叩かれるのは間違っ…",0,613,1493132217681211395,sinano_hy,しなの,,12,0,2022-02-14_16:57:37,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1493805392790704129,2022-02-16_13:32:13,"RT @pu_lona: #絵クロマンサー
るしあちゃん 🦋 https://t.co/CCw8hhHdAC",0,49,1300063934385250305,nagarenoha_92,カブトボーガー葉子,"チャージ三回!!フリーエントリー!!ノーオプションバトル!!
けもフレ3/ブルアカ/@nagarenoha",4998,115,2020-08-30_22:33:41,False,http://pbs.twimg.com/profile_images/1464256708499615745/Kin21Iu7_normal.jpg,,
1493805306740375553,2022-02-16_13:31:53,@Luciaaa_Sings わー！るしあちゃんありがとう🥲💙,0,0,1080848546612502528,shikida_ya,SHIKI,ᴠᴏᴄᴀʟ / ɪʟʟᴜsᴛ | sub （@shikity_2nd_）| FA🏷#SHIKI彩 ʟɪɴᴋ ▶︎ https://t.co/qA4uy26KNi,870,7430,2019-01-04_00:29:09,False,http://pbs.twimg.com/profile_images/1456495786116915201/Xm_5xiqJ_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/RkZqis2740
1493805299802963969,2022-02-16_13:31:51,るしあちゃんやふぁんでっどを陽射しが明るく照らしてくれますように,0,0,1296430603995189248,tbh8Licht,リヒト🦋,たまに絵が生えます ただのホロリスナー,178,49,2020-08-20_21:55:50,False,http://pbs.twimg.com/profile_images/1477634590831693826/8JB8uZY2_normal.jpg,,
