ツイートID,ツイート時刻,ツイート内容,いいね数,リツイート数,ID,ユーザID,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分がフォローしているか？,アイコン画像URL,ヘッダー画像URL,WEBサイト
1493807794793119744,2022-02-16_13:41:46,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,402567415,flare_nico,フレア,炎統一PT使い。及川雫プロダクション「Rain Drop」代表。のぐちゆりさん推し。WSプレイヤー。時々カメラの人。 及川雫非公式サイト：https://t.co/dVJDWq1E3k 作例、他情報はプロフにて→https://t.co/rU6WJk8WhG,847,982,2011-11-01_17:20:14,False,http://pbs.twimg.com/profile_images/592356603921190912/wmVCZlSp_normal.jpg,http://abs.twimg.com/images/themes/theme14/bg.gif,https://t.co/BSgsGop5ui
1493807794268504065,2022-02-16_13:41:46,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,1170500123509477376,touka_mh,藤花,雑多ゲーム垢◇あつ森ジャック推し◇MHXX→ニャンター🐾◇ライズ→とりあえず双剣(今上位)◇マルチオトモしますにゃー🐾◇アークナイツ始めました◇無言フォロー失礼します,114,119,2019-09-08_09:52:42,False,http://pbs.twimg.com/profile_images/1191501417791410176/P38rRQno_normal.jpg,,
1493807791328628739,2022-02-16_13:41:45,"くろいけもみみ@ Vtuber🎀🐈‍⬛🎀 さんの

【ウマ娘】最新情報🔴一周年記念で実装のアプデがやばすぎる！！！アクエリアス杯Sランクグレードアグネスデジタル育成！ 配信が

このあと
14:00～

はじまるようですよっ(… https://t.co/o1T8XWdNmr",0,0,816505614243201024,dhteston,ともや＠,ただのおじさんです よろしくお願いします😎,1536,829,2017-01-04_13:44:43,False,http://pbs.twimg.com/profile_images/1051868944359809024/ecRXZEWZ_normal.jpg,,
1493807791274074112,2022-02-16_13:41:45,RT @Ricoeur1913: これは言うべきかどうか悩んでいたのですが、この際なので言います。去年何人かの人に「VTuberというものを観ています」と話した時に、「え、無理かもw」「あー…そういうのなんですね」みたいな反応を割と露骨にする人たちがいました。しかもその人達は日…,0,5736,1117029670879285249,samon_1127,priest,鈍痛,2426,56,2019-04-13_20:40:01,False,http://pbs.twimg.com/profile_images/1439214445717192712/KIyKtD-f_normal.jpg,,
1493807789868986370,2022-02-16_13:41:45,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,134279825,fugaku_kuma,ギリギリピカチュウ,まずは猫をどかすべく、我々はジャングルの奥地へと向かった,213,144,2010-04-18_09:15:54,False,http://pbs.twimg.com/profile_images/1412275147050995717/ndUkY6ns_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493807786140270593,2022-02-16_13:41:44,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,156224821,MisoZZR600,コタロウ,アリスギア・プリプリ・プラモ・MAD・WoT,1335,541,2010-06-16_19:14:25,False,http://pbs.twimg.com/profile_images/1428276601737814020/60XrVrsN_normal.jpg,http://abs.twimg.com/images/themes/theme9/bg.gif,
1493807783095173124,2022-02-16_13:41:43,"RT @Sakura0323moti: 彗星の如く現れたスターの原石！
アイドルVTuberの星街すいせいテーマの壁紙です☄️

DL：https://t.co/3UXifyEwT8
#ほしまちぎゃらりー https://t.co/QGhhttrEvX",0,697,923768484143685632,Kamineko9675,神猫🦈🌿🍞🥐💛,"初音ミクが大好きな趣味で絵を描いてホロライブの沼にもハマる猫です。
サメちゃんところさんが最推しだが箱推しでもある。
ゲームや日常ツイ等しながらたまにお絵描きします。  ピアプロ→https://t.co/FkxRrGVbci",952,314,2017-10-27_13:29:04,False,http://pbs.twimg.com/profile_images/1458790232225370112/v4EFEWH6_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/LAY4jIpuBO
1493807781840703488,2022-02-16_13:41:43,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,1047509937188831232,sandalion1,さんだる,主ににじさんじの方々を追いかけております〜。,130,427,2018-10-04_00:33:25,False,http://pbs.twimg.com/profile_images/1047850124221677568/aQ3q0tDc_normal.jpg,,https://t.co/zuvrdyktBX
1493807781622677504,2022-02-16_13:41:43,"RT @hushinsha0055: 自分の趣味のものがテーマにないから遊戯王やらな〜いって言ってる人と押し問答してみたら面白そう

「Vtuberは？」「います！（イビルツイン）」
「特撮物は？」「います！（壊獣）」
「ケモナーは？」「います！（フェアリーテイル）」
「食べ物…",0,392,1289450101212028928,midoriemerald19,Midori（ミドリ）⚖️遊戯王プラチナ１,"Midori=W=Einbaumと申します。
漢字で書くと「翠」
ボイロ/ロマサガ/遊戯王マスターデュエル/ロックマン/ガンヴォルト/Vtuber
趣味の合う人はお好きにフォローしてってください！",1274,1128,2020-08-01_15:37:31,False,http://pbs.twimg.com/profile_images/1481156602220597248/D0de5ukk_normal.jpg,,https://t.co/FKmoxVnCsr
1493807774681436161,2022-02-16_13:41:41,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,1040073649904963584,aruR_v,あーる,VRCに存在する人見知り。AshちゃんMapleちゃんが好き。仲良くしてね〜 VRC名：あーる。 ましゅまろ https://t.co/lwP0RLyLQQ,314,320,2018-09-13_12:04:16,False,http://pbs.twimg.com/profile_images/1460505143339020289/-e2e8xru_normal.jpg,,
1493807774483959808,2022-02-16_13:41:41,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,1096782003846823937,okaka_0403,おかか🔥🌸🐉🍕,ホロリス。,750,130,2019-02-16_23:43:01,False,http://pbs.twimg.com/profile_images/1491313503075852289/zn-JdxJ6_normal.jpg,,
1493807765793304577,2022-02-16_13:41:39,"RT @N3q89H2uAMuC71g: @anger_666 自己紹介しただけなので、この場合は付き纏うという例えは合わないと思います。「VTuberって面白いんですよ！絶対見てください！」なんて発言ならともかく。
触れなくてもいい内容に積極的に嫌悪感を示すのは良いコミュニケ…",0,1,1118764052698632197,kaedea_kane,KaedeaKane💉💉,どこ辿っても商家の子孫なのに計算がダメな人。何かと身体が弱い。虐待(毒親)サバイバー。外部の手を借りて脱出済。言い負かす事が趣味な人が苦手。テイルズオブザレイズのメルクリア推し。発言や反応はあくまでチラ裏程度に思って下さい※男性向けも女性向けも読める雑食女です。,901,456,2019-04-18_15:31:50,False,http://pbs.twimg.com/profile_images/1462753948843282435/Ozvre43U_normal.jpg,,
1493807764988379137,2022-02-16_13:41:39,"RT @yuki_neyuru: ほとぼりが冷めたくらいに作るよっつべさんにあげたら絶対怒られそうなだっつん切り抜き①

【A．たまにとれｒｒｒる時ある】
 #だっつんV
 #新人Vtuber 

@dattsun_vtuber https://t.co/lsUieRwHah",0,4,1042782949844762624,yuki_neyuru,関呂 ねゆる,絵師ではない　 #初老の弟子,751,727,2018-09-20_23:30:04,False,http://pbs.twimg.com/profile_images/1488136797570093059/YHCwbGPu_normal.jpg,,
1493807763725553668,2022-02-16_13:41:39,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,1402313612,yukipo_10z,アーク,"オトメ＊ドメイン                                                             
東方:2010/04~   アイマス:2011/09~  今：原神、ボンバーマンRO とか",1171,978,2013-05-04_22:19:16,False,http://pbs.twimg.com/profile_images/1457196976345579520/tUTz6iIL_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493807763323252737,2022-02-16_13:41:39,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,969943895915208705,Rchan_nt,RͣC͡HAͬNͧ,minecraft.アトリエシリーズ.FF4~7が好き＊主にPCゲーム（Steam等）＊ アイコンは@kikko_gogo＊ヘッダーは@uuziteki210より,202,152,2018-03-03_23:33:40,False,http://pbs.twimg.com/profile_images/1438510975372521474/qjq13L88_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493807762249515011,2022-02-16_13:41:38,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,744708919,orga1234,マレウス😷本垢,"未成年のフォロワーは発見した次第ブロックする、エロ絵をRTしたりエロ関連の話題するからね 

スケベ創作垢：@orga5678",2229,390,2012-08-08_16:51:40,False,http://pbs.twimg.com/profile_images/1359032476929204225/A7KK9OdG_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493807761721036802,2022-02-16_13:41:38,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,961813317139378177,StarlagoonAP,星潟,"RPGツクールVX用のRGSS2、VXAce用のRGSS3、その他素材用画像等を扱っています。スクリプト素材に関しては有料で作成依頼も承っておりますが こちらのアカウントでのご依頼ではなく HPからメール経由でご依頼下さい。
あと滅多にフォロー返ししませんのでご了承をば……",77,241,2018-02-09_13:05:39,False,http://pbs.twimg.com/profile_images/1096801224047833088/akL-Dc_e_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/f1dyoJCJa4
1493807760164675584,2022-02-16_13:41:38,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,927295449739988992,cheenanet,Cheena,"🕵️ 虚業家3年目（Web開発/脅威インテル/海賊対策）　
📧 cheena@cheena.net　
🛩 https://t.co/u34EmKUMpv　
🔑 https://t.co/D4jw8qbqeE",1695,16832,2017-11-06_07:03:58,False,http://pbs.twimg.com/profile_images/1219384254062383107/akQ_nO6J_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/o8nms3haqA
1493807757237325824,2022-02-16_13:41:37,@Fuji061203 Vtuberっすよ？,0,0,1121683757486882821,Whatsup_megu,あおい,花天狂骨,733,856,2019-04-26_16:53:42,False,http://pbs.twimg.com/profile_images/1362762535775076353/me2fQQKh_normal.jpg,,
1493807756746260480,2022-02-16_13:41:37,RT @nanofunya: 今日会った人がこないだ病気の手術をしたそうでその時の話をしてくれたんだけど、痛そうな処置の話になった時に一緒に聞いてる中に「え～怖い！私なら絶対無理！」って言う人がいてね。この言葉嬉しくないんだ。本人は怖くても無理でもやるしかなかったんだよ。痛いの…,0,1060,1184223357962608640,Vtuber_nikki,椎名文子(ふみこorモンネ)＠Vtuberバ美肉おじさん,"やあ、わたしだ。
椎名文子(フミコorモンネ)だ。雑談やゲーム配信、実況動画、歌ってみた動画などを主体に活動している。
よろしく頼む。
ファンアートタグ：#文子絵ニッキ
R18ファンアタグ：#発禁文子絵ニッキ

DMに関しては基本的にVの方以外返答しません。悪しからず。



大好きなお母様：（@hatiwoooo）",1378,793,2019-10-16_06:43:56,False,http://pbs.twimg.com/profile_images/1440528655789162496/8WvJUxSD_normal.jpg,,https://t.co/KFmFlswgDw
1493807756503293952,2022-02-16_13:41:37,RT @Ricoeur1913: これは言うべきかどうか悩んでいたのですが、この際なので言います。去年何人かの人に「VTuberというものを観ています」と話した時に、「え、無理かもw」「あー…そういうのなんですね」みたいな反応を割と露骨にする人たちがいました。しかもその人達は日…,0,5736,1338363972727185408,kny80s,〃穵〃,！だ敵は肉贅,660,59,2020-12-14_15:03:42,False,http://pbs.twimg.com/profile_images/1492884428020137984/MUCb9jhn_normal.jpg,,
1493807750455132164,2022-02-16_13:41:35,@Vtuber_arika 悪魔ビジュあまりにもよい…👿🚬,0,0,1339590248192385024,kino_no_haka,鬼乃之墓,i:@1ruKa_k,55,52,2020-12-18_00:16:34,False,http://pbs.twimg.com/profile_images/1490591230107222019/1v83T7Ur_normal.jpg,,
1493807749326512130,2022-02-16_13:41:35,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,1134102177889234944,4RbFbNi6cHfX7it,ドゥヴァ,"ミリタリーとエロの画像が好き

子供はだめよー",1253,23,2019-05-30_23:20:04,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1493807743483875332,2022-02-16_13:41:34,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,1620620906,muthel_dark,ミューテル&ダーク:💊💕🦅🐰💙🐱🔥📖🐈️🐉💰️,「この世界に来てからすっかり何年も経っちゃってるけど、相変わらずマスターの影響をモロに受けてるボク、ストレンと」《元々このストレンがメインだった場所なせいもあって最近私の出番がめっきり少ない私、ルールですわ！》,1722,1118,2013-07-26_00:21:12,False,http://pbs.twimg.com/profile_images/1382819835353067521/SgO2WA9b_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493807739575107586,2022-02-16_13:41:33,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,876372879155249152,Eucleas24,ユーク@Tiamat,"FF14のプレイ記録やSS倉庫とうちの子他創作アカウントです、 成人済腐 なんでも食べる ネタバレは実装日より行います 相方→(@Ve_ga_999) (C) SQUARE ENIX CO., LTD. All Rights Reserved.",298,252,2017-06-18_18:35:51,False,http://pbs.twimg.com/profile_images/1269664675882360832/s3_9-0t7_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/RGjxRScaun
1493807737532456960,2022-02-16_13:41:32,"Vtuberボイロは中の人が炎上したら〜みたいな話題はうーん、あー、確かに…？みたいになった
でもそれを気にする人は声優でもキャラデの人でも企画者でも同じこと言いそうだなとも思った",1,0,1444532889194885125,mii_yachi,みやち,ニコニコで動画投稿しています 絵も描きます ソフトウェアトークちゃんが好きです リプライ見落としてたらごめんなさい,95,191,2021-10-03_14:22:05,False,http://pbs.twimg.com/profile_images/1459238308811522048/EliR7wBC_normal.jpg,,https://t.co/CgBdrV5iTv
1493807736446160898,2022-02-16_13:41:32,"RT @moguwo4: #RTしたVtuberさんを描く
サンプルとして使用しても良い方を探しています！
Vtuberさん/配信者さん/歌い手さん等
画像必読のうえ問題無ければよろしくお願いします🙇‍♂️ https://t.co/DFnqZAwlD1",0,288,932221170694234113,blackcatFPS,ぶらきゃ@DiAXS所属Vstreamer,新人Vtuberの🐈‍⬛ぶらきゃ🐈‍⬛です‼︎ ✨メイン✨【mildomhttps://www.mildom.com/13753798bC 💫サブ【Youtubhttps://youtube.com/channel/UCImjDZFuA09XumyKbVZVDUg5ot ゲーム🎮配信をメインにやって行きます‼︎,1720,1053,2017-11-19_21:17:01,False,http://pbs.twimg.com/profile_images/1492813982763487233/h6lr7njR_normal.jpg,,https://t.co/7JxnS4Y5ot
1493807733598212099,2022-02-16_13:41:31,"RT @ay4ch2: めちゃくちゃ今更なんですけどVtuberさんのお友達欲しいのでフォロバします！！！！！！フォローください！！！！！！！
#RTしたVtuber全員フォローする 
#Vtuber準備中 
#Vtuberさんと繋がりたい",0,21,1490881640314597376,Honn_Konpeki,本屋さんこんぺき📚開店準備中,本屋さんこんぺきです！ 朗読やおすすめの図書紹介や、歌ってみた(本屋さん付属のCDショップ)を主に活動していきます。 よろしくお願いします！ 📓📖📒📕📚📗📘個人Vtuber、キャラデザ→@msyk_s_o,89,139,2022-02-08_11:54:26,False,http://pbs.twimg.com/profile_images/1493235723235119106/d_NPbbpU_normal.jpg,,https://t.co/Jws7Hcrtqm
1493807733338144772,2022-02-16_13:41:31,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1441,4345753338,Alc8nFam,朔#凛fam🐻🐺🍎,主ににじさんじのライバーさんと、一部にじさんじ外のVの者を広く推していただいております。最推しは静凛さんです。ヘッダーはぽぴち（@popichi_kun）さんです。FF14Ridill鯖SRL所属💜🐺🍎🐻👾💫🌌✒⚗🌐💫,793,324,2015-11-24_23:35:54,False,http://pbs.twimg.com/profile_images/1245025609048190976/cY8GHnnk_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/VEWcbmwGMn
1493807730758660097,2022-02-16_13:41:31,"RT @KasuyaMofu: 【VTuberの皆様へ注意喚起】
Amazonの公開欲しいものリストを元に、電話番号を取得できる手法が存在します。

セキュリティ資格保持者として、手法が自アカで再現することを確認しましたので、対策がなされるまで、欲しいものリストを非公開にするこ…",0,1462,375519260,regulusmsk,そらの,"🍗　☁️🏹🐕✨　†🖤　🐰🌹　🥛🥄 /
ヘッダー：みちるのーと様（@ Rain_iscream）/

Vtuber中心の音楽関係 #そらのメモ帳",809,392,2011-09-18_17:26:59,False,http://pbs.twimg.com/profile_images/1457654118286520320/zoC6ZvWP_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/pFo7BZ3Gf6
